run_id,satellite_id,model,target,n_samples,shapiro_w,p_value,hypothesis_result,alpha,mean,std,mae,rmse,qq_outlier_count
official_competition_run,MEO-2,persistence,y_error_m,18,0.8659019033567247,0.01524152157017015,1,0.05,-0.09293720605555555,0.056376214534622035,0.10146418516666666,0.10788434019272256,1
official_competition_run,MEO-2,persistence,z_error_m,18,0.8039545436670799,0.0017282905111246027,1,0.05,-0.01524387816666666,0.22083760572720235,0.13097058683333332,0.2151562717014696,1
official_competition_run,MEO-2,persistence,clock_error_m,18,0.7090220316439344,0.00010186264351233876,1,0.05,-0.011370283944444441,0.05255678173655098,0.0354320195,0.05232630559827332,1
official_competition_run,MEO-2,harmonic_ridge,x_error_m,18,0.8264618409272788,0.0036830646585807457,1,0.05,0.06710678770301799,0.21843061874986694,0.15496980156455742,0.22263106947635838,0
official_competition_run,MEO-2,harmonic_ridge,y_error_m,18,0.9241158509182331,0.15289044595006474,0,0.05,-0.08010533634766265,0.11832205018116593,0.12304972250345173,0.14013988981430162,0
official_competition_run,MEO-2,harmonic_ridge,z_error_m,18,0.8392899258596096,0.005766704947424024,1,0.05,-0.0038889849492013654,0.2231141586735366,0.13687370780684147,0.21686286095147178,1
official_competition_run,MEO-2,harmonic_ridge,clock_error_m,18,0.7227224807008968,0.00014854919053712646,1,0.05,0.021558734131628274,0.055478382507795056,0.03572180161931731,0.05806580943159281,1
official_competition_run,MEO-2,random_forest,x_error_m,18,0.9263397532146559,0.16737804060896178,0,0.05,-0.019476188886242266,0.25978739628830577,0.19637000256462717,0.2532180819414539,0
official_competition_run,MEO-2,random_forest,y_error_m,18,0.9748614749380533,0.8824395472104443,0,0.05,-0.07280144753419679,0.10258915379535903,0.10517690470197016,0.1234499448348179,0
official_competition_run,MEO-2,random_forest,z_error_m,18,0.9006243060540494,0.05891495337163693,0,0.05,0.07403795438321042,0.2695710869480347,0.19394689580987087,0.272237114991322,0
official_competition_run,MEO-2,random_forest,clock_error_m,18,0.6662144669575717,3.3165832369872855e-05,1,0.05,0.0017033923185284367,0.049594498364094484,0.026161011464399545,0.04822728041541062,1
official_competition_run,MEO-2,gaussian_process,x_error_m,18,0.787405551898807,0.001013915794281059,1,0.05,0.013631081625035433,0.2077059192938582,0.14843966772852868,0.2023135968432623,0
official_competition_run,MEO-2,gaussian_process,y_error_m,18,0.9155742473894868,0.10792930420662028,0,0.05,0.07276594789036415,0.07568875036839179,0.07935775328246925,0.10346692304319768,0
official_competition_run,MEO-2,gaussian_process,z_error_m,18,0.7513991412343933,0.00033779129388143594,1,0.05,-0.06408257399767867,0.18987369738935614,0.12147773209589961,0.1953348591448093,1
official_competition_run,MEO-2,gaussian_process,clock_error_m,18,0.7091523542439288,0.00010222440024574733,1,0.05,0.008461721797497457,0.052556069765585675,0.028835261179387468,0.05177150718970987,1
official_competition_run,MEO-2,geo_moe,x_error_m,18,0.8296119780658888,0.004106879401482335,1,0.05,0.10426516382989634,0.21837368938191726,0.15944555133793972,0.23645086389202677,0
official_competition_run,MEO-2,geo_moe,y_error_m,18,0.9201788471834068,0.1302187309347287,0,0.05,-0.02739084357607372,0.11734106182745858,0.09681886622529423,0.11727848411558317,0
official_competition_run,MEO-2,geo_moe,z_error_m,18,0.8342038726946756,0.004820144616192127,1,0.05,0.0027216079743433153,0.22040576527994757,0.13370954977446292,0.21421319234795777,1
