dataset,validation_day,variable,sample_index,residual
GEO,2025-09-07,satclockerror (m),36,-0.009359730999999982
GEO,2025-09-07,satclockerror (m),37,0.412151733
GEO,2025-09-07,satclockerror (m),38,0.300903219
GEO,2025-09-07,satclockerror (m),39,0.269843761
GEO,2025-09-07,satclockerror (m),40,0.5179604529999999
GEO,2025-09-07,satclockerror (m),41,-5.039941811
GEO,2025-09-07,satclockerror (m),42,5.077926205
GEO,2025-09-07,satclockerror (m),43,-4.523534522
GEO,2025-09-07,satclockerror (m),44,4.8297822009999996
GEO,2025-09-07,satclockerror (m),45,-5.6572500980000004
GEO,2025-09-07,satclockerror (m),46,5.574709948
GEO,2025-09-07,satclockerror (m),47,0.347271908
GEO,2025-09-07,satclockerror (m),48,0.28509831
GEO,2025-09-07,satclockerror (m),49,0.206023073
GEO,2025-09-07,satclockerror (m),50,0.672816718
GEO,2025-09-07,satclockerror (m),51,0.191865254
GEO,2025-09-07,satclockerror (m),52,0.222924712
MEO,2025-09-02,x_error (m),0,0.502243722
MEO,2025-09-02,x_error (m),1,0.425065318
MEO,2025-09-02,x_error (m),2,0.13555670900000005
MEO,2025-09-02,x_error (m),3,0.061708601000000085
MEO,2025-09-02,x_error (m),4,-0.05275769699999999
MEO,2025-09-02,x_error (m),5,-0.22073502499999997
MEO,2025-09-02,x_error (m),6,-0.001630660000000006
MEO,2025-09-02,y_error (m),0,1.189783948
MEO,2025-09-02,y_error (m),1,0.891818302
MEO,2025-09-02,y_error (m),2,0.6600941220000001
MEO,2025-09-02,y_error (m),3,0.5478351020000001
MEO,2025-09-02,y_error (m),4,0.534731668
MEO,2025-09-02,y_error (m),5,0.38418303400000003
MEO,2025-09-02,y_error (m),6,0.33013603300000005
MEO,2025-09-02,z_error (m),0,0.891073668
MEO,2025-09-02,z_error (m),1,0.936334892
MEO,2025-09-02,z_error (m),2,0.89280615
MEO,2025-09-02,z_error (m),3,0.647402573
MEO,2025-09-02,z_error (m),4,0.371198162
MEO,2025-09-02,z_error (m),5,-0.141365118
MEO,2025-09-02,z_error (m),6,-0.458352694
MEO,2025-09-02,satclockerror (m),0,0.025659447000000002
MEO,2025-09-02,satclockerror (m),1,-0.241996039
MEO,2025-09-02,satclockerror (m),2,-0.253773686
MEO,2025-09-02,satclockerror (m),3,0.5362953109999999
MEO,2025-09-02,satclockerror (m),4,0.164532487
MEO,2025-09-02,satclockerror (m),5,0.068829561
MEO,2025-09-02,satclockerror (m),6,-0.040620469
MEO,2025-09-03,x_error (m),0,0.8053930530000001
MEO,2025-09-03,x_error (m),1,0.5080674380000001
MEO,2025-09-03,x_error (m),2,0.2151383480000001
MEO,2025-09-03,x_error (m),3,0.13776526200000005
MEO,2025-09-03,x_error (m),4,0.00775848400000001
MEO,2025-09-03,y_error (m),0,0.944997318
MEO,2025-09-03,y_error (m),1,0.71510713
MEO,2025-09-03,y_error (m),2,0.578350943
MEO,2025-09-03,y_error (m),3,0.5728345939999999
MEO,2025-09-03,y_error (m),4,0.599380959
MEO,2025-09-03,z_error (m),0,1.413161121
MEO,2025-09-03,z_error (m),1,1.429360672
MEO,2025-09-03,z_error (m),2,1.271005286
MEO,2025-09-03,z_error (m),3,1.0690125799999999
MEO,2025-09-03,z_error (m),4,0.75362979
MEO,2025-09-03,satclockerror (m),0,-0.251965727
MEO,2025-09-03,satclockerror (m),1,-0.010806318999999995
MEO,2025-09-03,satclockerror (m),2,0.138899842
MEO,2025-09-03,satclockerror (m),3,0.335891068
MEO,2025-09-03,satclockerror (m),4,0.274953844
MEO,2025-09-05,x_error (m),0,-0.06397730899999998
MEO,2025-09-05,x_error (m),1,-0.203055427
MEO,2025-09-05,x_error (m),2,-0.06892693799999994
MEO,2025-09-05,x_error (m),3,-0.23924181700000002
MEO,2025-09-05,x_error (m),4,-0.12632542599999996
MEO,2025-09-05,x_error (m),5,-0.18467395499999995
MEO,2025-09-05,y_error (m),0,-0.0049785300000000365
MEO,2025-09-05,y_error (m),1,0.10060760499999999
MEO,2025-09-05,y_error (m),2,-0.010690050999999978
MEO,2025-09-05,y_error (m),3,-0.168897762
MEO,2025-09-05,y_error (m),4,-0.5652260880000001
MEO,2025-09-05,y_error (m),5,-0.833102464
MEO,2025-09-05,z_error (m),0,-0.23631721700000002
MEO,2025-09-05,z_error (m),1,-0.597942352
MEO,2025-09-05,z_error (m),2,-1.179160584
MEO,2025-09-05,z_error (m),3,-1.370122075
MEO,2025-09-05,z_error (m),4,-1.4424756300000001
MEO,2025-09-05,z_error (m),5,-1.336569611
MEO,2025-09-05,satclockerror (m),0,0.30644122500000004
MEO,2025-09-05,satclockerror (m),1,0.10493095799999999
MEO,2025-09-05,satclockerror (m),2,0.094826543
MEO,2025-09-05,satclockerror (m),3,-0.050130904999999996
MEO,2025-09-05,satclockerror (m),4,-0.252842171
MEO,2025-09-05,satclockerror (m),5,-0.041362155
MEO,2025-09-06,x_error (m),0,0.653327954
MEO,2025-09-06,x_error (m),1,0.45483986199999993
MEO,2025-09-06,x_error (m),2,0.21219451599999994
MEO,2025-09-06,x_error (m),3,0.28088725699999995
MEO,2025-09-06,x_error (m),4,0.022525275999999983
MEO,2025-09-06,x_error (m),5,-0.055035914000000075
MEO,2025-09-06,x_error (m),6,0.644834218
MEO,2025-09-06,y_error (m),0,0.9871423939999999
MEO,2025-09-06,y_error (m),1,1.136484896
MEO,2025-09-06,y_error (m),2,1.0943778180000001
MEO,2025-09-06,y_error (m),3,0.829015997
MEO,2025-09-06,y_error (m),4,0.46602374700000004
MEO,2025-09-06,y_error (m),5,0.25528518899999997
MEO,2025-09-06,y_error (m),6,-0.616779537
MEO,2025-09-06,z_error (m),0,0.9298008120000001
MEO,2025-09-06,z_error (m),1,0.593860496
MEO,2025-09-06,z_error (m),2,0.11872085600000004
MEO,2025-09-06,z_error (m),3,-0.06060575499999998
MEO,2025-09-06,z_error (m),4,-0.08733852199999992
MEO,2025-09-06,z_error (m),5,0.028252011000000077
MEO,2025-09-06,z_error (m),6,1.218663741
MEO,2025-09-06,satclockerror (m),0,0.064350241
MEO,2025-09-06,satclockerror (m),1,0.12368237600000001
MEO,2025-09-06,satclockerror (m),2,0.45541867999999996
MEO,2025-09-06,satclockerror (m),3,0.221679284
MEO,2025-09-06,satclockerror (m),4,-0.021787148
MEO,2025-09-06,satclockerror (m),5,-0.145092145
MEO,2025-09-06,satclockerror (m),6,0.8214614339999999
MEO,2025-09-07,x_error (m),0,0.046996764999999996
MEO,2025-09-07,x_error (m),1,-0.112917803
MEO,2025-09-07,x_error (m),2,-0.495011468
MEO,2025-09-07,x_error (m),3,-0.6734771509999999
MEO,2025-09-07,x_error (m),4,-2.277507869
MEO,2025-09-07,x_error (m),5,-0.941743328
MEO,2025-09-07,x_error (m),6,-0.767406661
MEO,2025-09-07,x_error (m),7,-0.501518287
MEO,2025-09-07,x_error (m),8,-0.464635452
MEO,2025-09-07,x_error (m),9,-0.369963791
MEO,2025-09-07,y_error (m),0,1.664623234
MEO,2025-09-07,y_error (m),1,1.534057214
MEO,2025-09-07,y_error (m),2,1.229878995
MEO,2025-09-07,y_error (m),3,1.154839875
MEO,2025-09-07,y_error (m),4,1.755673974
MEO,2025-09-07,y_error (m),5,1.028040705
MEO,2025-09-07,y_error (m),6,0.862960616
MEO,2025-09-07,y_error (m),7,0.609141914
MEO,2025-09-07,y_error (m),8,0.31366050799999995
MEO,2025-09-07,y_error (m),9,0.021794529000000007
MEO,2025-09-07,z_error (m),0,-1.117635025
MEO,2025-09-07,z_error (m),1,-1.2882916309999999
MEO,2025-09-07,z_error (m),2,-1.244603242
MEO,2025-09-07,z_error (m),3,-1.115334287
MEO,2025-09-07,z_error (m),4,-0.418475453
MEO,2025-09-07,z_error (m),5,0.10813784600000004
MEO,2025-09-07,z_error (m),6,0.31123896300000004
MEO,2025-09-07,z_error (m),7,0.34253238599999997
MEO,2025-09-07,z_error (m),8,0.269581044
MEO,2025-09-07,z_error (m),9,-0.034626785999999965
MEO,2025-09-07,satclockerror (m),0,-0.6710533999999999
MEO,2025-09-07,satclockerror (m),1,-1.4968594259999999
MEO,2025-09-07,satclockerror (m),2,-0.7133340899999999
MEO,2025-09-07,satclockerror (m),3,-0.8052596609999999
MEO,2025-09-07,satclockerror (m),4,-0.7088177459999999
MEO,2025-09-07,satclockerror (m),5,0.7887203200000001
MEO,2025-09-07,satclockerror (m),6,-0.830000573
MEO,2025-09-07,satclockerror (m),7,-1.518039554
MEO,2025-09-07,satclockerror (m),8,-0.554534654
MEO,2025-09-07,satclockerror (m),9,-0.521711607
MEO2,2025-09-04,x_error (m),0,-0.36352138600000006
MEO2,2025-09-04,x_error (m),1,0.031039085999999994
MEO2,2025-09-04,x_error (m),2,-0.035369455999999994
MEO2,2025-09-04,x_error (m),3,-0.019584483999999985
MEO2,2025-09-04,x_error (m),4,-0.524428444
MEO2,2025-09-04,x_error (m),5,0.057023451
MEO2,2025-09-04,x_error (m),6,-0.38525817900000003
MEO2,2025-09-04,x_error (m),7,-0.011511516999999999
MEO2,2025-09-04,x_error (m),8,0.062907972
MEO2,2025-09-04,x_error (m),9,-0.306154916
MEO2,2025-09-04,x_error (m),10,0.03810000800000002
MEO2,2025-09-04,x_error (m),11,-0.015119868000000009
MEO2,2025-09-04,x_error (m),12,0.058471281
MEO2,2025-09-04,x_error (m),13,-0.334624308
MEO2,2025-09-04,x_error (m),14,0.04711322700000001
MEO2,2025-09-04,x_error (m),15,0.02677431900000002
MEO2,2025-09-04,x_error (m),16,-0.068612635
MEO2,2025-09-04,y_error (m),0,0.492355661
MEO2,2025-09-04,y_error (m),1,0.21538023900000003
MEO2,2025-09-04,y_error (m),2,0.189311825
MEO2,2025-09-04,y_error (m),3,0.26850448
MEO2,2025-09-04,y_error (m),4,0.65848876
MEO2,2025-09-04,y_error (m),5,0.097244853
MEO2,2025-09-04,y_error (m),6,0.616634101
MEO2,2025-09-04,y_error (m),7,0.194518768
MEO2,2025-09-04,y_error (m),8,0.112886183
MEO2,2025-09-04,y_error (m),9,0.19935412400000002
MEO2,2025-09-04,y_error (m),10,0.12010390300000001
MEO2,2025-09-04,y_error (m),11,0.10207019
MEO2,2025-09-04,y_error (m),12,0.115810477
MEO2,2025-09-04,y_error (m),13,-0.146844543
MEO2,2025-09-04,y_error (m),14,0.007618744000000011
MEO2,2025-09-04,y_error (m),15,-0.0037764349999999947
MEO2,2025-09-04,y_error (m),16,-0.039949134
MEO2,2025-09-04,z_error (m),0,0.562104419
MEO2,2025-09-04,z_error (m),1,0.19043200500000002
MEO2,2025-09-04,z_error (m),2,0.22127207
MEO2,2025-09-04,z_error (m),3,0.179763116
MEO2,2025-09-04,z_error (m),4,0.12194561599999999
MEO2,2025-09-04,z_error (m),5,0.13401607399999999
MEO2,2025-09-04,z_error (m),6,-0.312533401
MEO2,2025-09-04,z_error (m),7,-0.06719188400000001
MEO2,2025-09-04,z_error (m),8,0.010933809000000003
MEO2,2025-09-04,z_error (m),9,-0.42564184400000005
MEO2,2025-09-04,z_error (m),10,-0.06145304400000001
MEO2,2025-09-04,z_error (m),11,-0.11973304500000001
MEO2,2025-09-04,z_error (m),12,-0.037280376000000004
MEO2,2025-09-04,z_error (m),13,-0.600666389
MEO2,2025-09-04,z_error (m),14,-0.009239970000000014
MEO2,2025-09-04,z_error (m),15,-0.05042200299999999
MEO2,2025-09-04,z_error (m),16,-0.04533431099999999
MEO2,2025-09-04,satclockerror (m),0,0.08015212199999999
MEO2,2025-09-04,satclockerror (m),1,0.037454661
MEO2,2025-09-04,satclockerror (m),2,0.020004460999999998
MEO2,2025-09-04,satclockerror (m),3,0.037454661
MEO2,2025-09-04,satclockerror (m),4,0.08015212199999999
MEO2,2025-09-04,satclockerror (m),5,-0.012341735999999999
MEO2,2025-09-04,satclockerror (m),6,0.054220584
MEO2,2025-09-04,satclockerror (m),7,0.025130881999999997
MEO2,2025-09-04,satclockerror (m),8,-0.009769516999999998
MEO2,2025-09-04,satclockerror (m),9,-0.030815757000000006
MEO2,2025-09-04,satclockerror (m),10,0.085144236
MEO2,2025-09-04,satclockerror (m),11,0.082590034
MEO2,2025-09-04,satclockerror (m),12,0.062585573
MEO2,2025-09-04,satclockerror (m),13,0.126236219
MEO2,2025-09-04,satclockerror (m),14,0.042581112
MEO2,2025-09-04,satclockerror (m),15,0.060031341
MEO2,2025-09-04,satclockerror (m),16,0.060031311
MEO2,2025-09-06,x_error (m),0,0.126846265
MEO2,2025-09-06,x_error (m),1,-0.000227194
MEO2,2025-09-06,x_error (m),2,0.005410492999999999
MEO2,2025-09-06,x_error (m),3,0.045696911
MEO2,2025-09-06,x_error (m),4,-0.0022447070000000003
MEO2,2025-09-06,x_error (m),5,0.021785463999999997
MEO2,2025-09-06,x_error (m),6,-0.181634523
MEO2,2025-09-06,x_error (m),7,-0.048609972
MEO2,2025-09-06,x_error (m),8,0.005607773
MEO2,2025-09-06,x_error (m),9,-0.125245269
MEO2,2025-09-06,x_error (m),10,-0.013521511
MEO2,2025-09-06,x_error (m),11,0.011853408
MEO2,2025-09-06,x_error (m),12,-0.103004325
MEO2,2025-09-06,x_error (m),13,-0.073490835
MEO2,2025-09-06,x_error (m),14,-0.174285594
MEO2,2025-09-06,x_error (m),15,-0.577538456
MEO2,2025-09-06,x_error (m),16,-0.104937455
MEO2,2025-09-06,x_error (m),17,-0.088177697
MEO2,2025-09-06,x_error (m),18,-0.106188194
MEO2,2025-09-06,x_error (m),19,-0.185377598
MEO2,2025-09-06,x_error (m),20,-0.096965898
MEO2,2025-09-06,x_error (m),21,-0.113528026
MEO2,2025-09-06,x_error (m),22,-0.907347889
MEO2,2025-09-06,x_error (m),23,-0.078889013
MEO2,2025-09-06,x_error (m),24,-0.252490288
MEO2,2025-09-06,x_error (m),25,-0.13391478099999998
MEO2,2025-09-06,x_error (m),26,-0.175786799
MEO2,2025-09-06,x_error (m),27,-0.177534748
MEO2,2025-09-06,x_error (m),28,-0.956416107
MEO2,2025-09-06,y_error (m),0,0.7672783980000001
MEO2,2025-09-06,y_error (m),1,0.035938342
MEO2,2025-09-06,y_error (m),2,-0.037005103
MEO2,2025-09-06,y_error (m),3,-0.042677502
MEO2,2025-09-06,y_error (m),4,-0.020632232
MEO2,2025-09-06,y_error (m),5,-0.012995313999999994
MEO2,2025-09-06,y_error (m),6,0.51505053
MEO2,2025-09-06,y_error (m),7,-0.050345180999999996
MEO2,2025-09-06,y_error (m),8,-0.081471934
MEO2,2025-09-06,y_error (m),9,-0.0018063269999999965
MEO2,2025-09-06,y_error (m),10,-0.10335707499999999
MEO2,2025-09-06,y_error (m),11,-0.051755062
MEO2,2025-09-06,y_error (m),12,0.013553829000000003
MEO2,2025-09-06,y_error (m),13,-0.046883577999999995
MEO2,2025-09-06,y_error (m),14,0.005073370000000008
MEO2,2025-09-06,y_error (m),15,-0.248501352
MEO2,2025-09-06,y_error (m),16,-0.088158871
MEO2,2025-09-06,y_error (m),17,-0.085729609
MEO2,2025-09-06,y_error (m),18,-0.128742321
MEO2,2025-09-06,y_error (m),19,-0.211775138
MEO2,2025-09-06,y_error (m),20,-0.16233089099999998
MEO2,2025-09-06,y_error (m),21,-0.200764368
MEO2,2025-09-06,y_error (m),22,-0.834494742
MEO2,2025-09-06,y_error (m),23,-0.156242921
MEO2,2025-09-06,y_error (m),24,-0.23533089299999999
MEO2,2025-09-06,y_error (m),25,-0.277019254
MEO2,2025-09-06,y_error (m),26,-0.240656451
MEO2,2025-09-06,y_error (m),27,-0.244789849
MEO2,2025-09-06,y_error (m),28,-1.0965715
MEO2,2025-09-06,z_error (m),0,-0.56790492
MEO2,2025-09-06,z_error (m),1,-0.05802285
MEO2,2025-09-06,z_error (m),2,-0.05814239
MEO2,2025-09-06,z_error (m),3,-0.030048453
MEO2,2025-09-06,z_error (m),4,-0.067215357
MEO2,2025-09-06,z_error (m),5,-0.09298395000000001
MEO2,2025-09-06,z_error (m),6,-0.836399015
MEO2,2025-09-06,z_error (m),7,-0.093763072
MEO2,2025-09-06,z_error (m),8,-0.048279216
MEO2,2025-09-06,z_error (m),9,-0.12374883
MEO2,2025-09-06,z_error (m),10,-0.057606446000000006
MEO2,2025-09-06,z_error (m),11,-0.045506631000000006
MEO2,2025-09-06,z_error (m),12,-0.118108189
MEO2,2025-09-06,z_error (m),13,-0.09686499700000001
MEO2,2025-09-06,z_error (m),14,-0.153300517
MEO2,2025-09-06,z_error (m),15,0.936159661
MEO2,2025-09-06,z_error (m),16,0.120865317
MEO2,2025-09-06,z_error (m),17,0.064057869
MEO2,2025-09-06,z_error (m),18,0.101286822
MEO2,2025-09-06,z_error (m),19,0.228754589
MEO2,2025-09-06,z_error (m),20,0.087150888
MEO2,2025-09-06,z_error (m),21,0.17800728
MEO2,2025-09-06,z_error (m),22,0.421499539
MEO2,2025-09-06,z_error (m),23,0.043779514000000005
MEO2,2025-09-06,z_error (m),24,0.026877675
MEO2,2025-09-06,z_error (m),25,0.098655484
MEO2,2025-09-06,z_error (m),26,-0.006969962999999999
MEO2,2025-09-06,z_error (m),27,0.023915156
MEO2,2025-09-06,z_error (m),28,-0.447367274
MEO2,2025-09-06,satclockerror (m),0,0.024071176
MEO2,2025-09-06,satclockerror (m),1,0.002554232
MEO2,2025-09-06,satclockerror (m),2,0.020004461
MEO2,2025-09-06,satclockerror (m),3,0.01745023
MEO2,2025-09-06,satclockerror (m),4,0.034900429000000004
MEO2,2025-09-06,satclockerror (m),5,0.01745023
MEO2,2025-09-06,satclockerror (m),6,0.18324796
MEO2,2025-09-06,satclockerror (m),7,-0.010234914
MEO2,2025-09-06,satclockerror (m),8,-0.010234914
MEO2,2025-09-06,satclockerror (m),9,-0.010234914
MEO2,2025-09-06,satclockerror (m),10,-0.010234914
MEO2,2025-09-06,satclockerror (m),11,0.007215315
MEO2,2025-09-06,satclockerror (m),12,0.024665545
MEO2,2025-09-06,satclockerror (m),13,0.0046610539999999995
MEO2,2025-09-06,satclockerror (m),14,0.019557081
MEO2,2025-09-06,satclockerror (m),15,-0.064128664
MEO2,2025-09-06,satclockerror (m),16,0.027219746
MEO2,2025-09-06,satclockerror (m),17,0.007215315
MEO2,2025-09-06,satclockerror (m),18,-0.010234914
MEO2,2025-09-06,satclockerror (m),19,-0.030239375
MEO2,2025-09-06,satclockerror (m),20,-0.027685114
MEO2,2025-09-06,satclockerror (m),21,-0.027685114
MEO2,2025-09-06,satclockerror (m),22,-0.02836945
MEO2,2025-09-06,satclockerror (m),23,0.009769547
MEO2,2025-09-06,satclockerror (m),24,0.027219776
MEO2,2025-09-06,satclockerror (m),25,-0.0076806819999999994
MEO2,2025-09-06,satclockerror (m),26,-0.0076806819999999994
MEO2,2025-09-06,satclockerror (m),27,-0.0076806819999999994
MEO2,2025-09-06,satclockerror (m),28,-0.080720078
MEO2,2025-09-07,x_error (m),0,0.906079314
MEO2,2025-09-07,x_error (m),1,0.860168185
MEO2,2025-09-07,x_error (m),2,0.874434087
MEO2,2025-09-07,x_error (m),3,0.900817748
MEO2,2025-09-07,x_error (m),4,0.854983136
MEO2,2025-09-07,x_error (m),5,0.81134554
MEO2,2025-09-07,x_error (m),6,0.788747157
MEO2,2025-09-07,x_error (m),7,0.8050175900000001
MEO2,2025-09-07,x_error (m),8,0.797818467
MEO2,2025-09-07,x_error (m),9,0.793433092
MEO2,2025-09-07,x_error (m),10,0.71224422
MEO2,2025-09-07,x_error (m),11,0.751302488
MEO2,2025-09-07,x_error (m),12,0.759642887
MEO2,2025-09-07,x_error (m),13,0.7765488620000001
MEO2,2025-09-07,x_error (m),14,0.5342679889999999
MEO2,2025-09-07,x_error (m),15,-0.07043838700000005
MEO2,2025-09-07,x_error (m),16,0.778639435
MEO2,2025-09-07,x_error (m),17,0.733604108
MEO2,2025-09-07,x_error (m),18,0.763311576
MEO2,2025-09-07,x_error (m),19,0.11386950100000004
MEO2,2025-09-07,x_error (m),20,0.69804202
MEO2,2025-09-07,x_error (m),21,0.834791719
MEO2,2025-09-07,x_error (m),22,0.377039279
MEO2,2025-09-07,x_error (m),23,0.735631972
MEO2,2025-09-07,x_error (m),24,0.799484932
MEO2,2025-09-07,x_error (m),25,0.8605089850000001
MEO2,2025-09-07,x_error (m),26,0.788038484
MEO2,2025-09-07,x_error (m),27,0.811363862
MEO2,2025-09-07,x_error (m),28,0.779043272
MEO2,2025-09-07,x_error (m),29,0.890059269
MEO2,2025-09-07,x_error (m),30,0.82812293
MEO2,2025-09-07,x_error (m),31,0.921612825
MEO2,2025-09-07,x_error (m),32,0.756035691
MEO2,2025-09-07,x_error (m),33,0.81839662
MEO2,2025-09-07,y_error (m),0,1.090164199
MEO2,2025-09-07,y_error (m),1,1.072481815
MEO2,2025-09-07,y_error (m),2,1.074749201
MEO2,2025-09-07,y_error (m),3,1.048863929
MEO2,2025-09-07,y_error (m),4,1.040411189
MEO2,2025-09-07,y_error (m),5,1.091052793
MEO2,2025-09-07,y_error (m),6,1.061740843
MEO2,2025-09-07,y_error (m),7,1.0916860099999999
MEO2,2025-09-07,y_error (m),8,1.1203219309999999
MEO2,2025-09-07,y_error (m),9,1.044230537
MEO2,2025-09-07,y_error (m),10,1.104777768
MEO2,2025-09-07,y_error (m),11,1.073241897
MEO2,2025-09-07,y_error (m),12,1.056209054
MEO2,2025-09-07,y_error (m),13,1.042339902
MEO2,2025-09-07,y_error (m),14,1.094311906
MEO2,2025-09-07,y_error (m),15,1.257779349
MEO2,2025-09-07,y_error (m),16,1.0705713
MEO2,2025-09-07,y_error (m),17,1.073417377
MEO2,2025-09-07,y_error (m),18,1.081021532
MEO2,2025-09-07,y_error (m),19,1.127975497
MEO2,2025-09-07,y_error (m),20,1.05041524
MEO2,2025-09-07,y_error (m),21,1.009833202
MEO2,2025-09-07,y_error (m),22,0.997912767
MEO2,2025-09-07,y_error (m),23,0.996020798
MEO2,2025-09-07,y_error (m),24,0.9826275849999999
MEO2,2025-09-07,y_error (m),25,0.960110888
MEO2,2025-09-07,y_error (m),26,0.979864269
MEO2,2025-09-07,y_error (m),27,0.9378319119999999
MEO2,2025-09-07,y_error (m),28,0.914094631
MEO2,2025-09-07,y_error (m),29,0.953732256
MEO2,2025-09-07,y_error (m),30,0.915124141
MEO2,2025-09-07,y_error (m),31,0.948447395
MEO2,2025-09-07,y_error (m),32,0.8611852259999999
MEO2,2025-09-07,y_error (m),33,0.849721357
MEO2,2025-09-07,z_error (m),0,0.590078493
MEO2,2025-09-07,z_error (m),1,0.560602171
MEO2,2025-09-07,z_error (m),2,0.560562255
MEO2,2025-09-07,z_error (m),3,0.594368573
MEO2,2025-09-07,z_error (m),4,0.62207466
MEO2,2025-09-07,z_error (m),5,0.68205092
MEO2,2025-09-07,z_error (m),6,0.617900633
MEO2,2025-09-07,z_error (m),7,0.589108207
MEO2,2025-09-07,z_error (m),8,0.599851147
MEO2,2025-09-07,z_error (m),9,0.608145176
MEO2,2025-09-07,z_error (m),10,0.640367285
MEO2,2025-09-07,z_error (m),11,0.574909458
MEO2,2025-09-07,z_error (m),12,0.592653208
MEO2,2025-09-07,z_error (m),13,0.588649478
MEO2,2025-09-07,z_error (m),14,0.6431613979999999
MEO2,2025-09-07,z_error (m),15,0.48734951099999996
MEO2,2025-09-07,z_error (m),16,0.482271158
MEO2,2025-09-07,z_error (m),17,0.426698637
MEO2,2025-09-07,z_error (m),18,0.438008219
MEO2,2025-09-07,z_error (m),19,0.008857484999999998
MEO2,2025-09-07,z_error (m),20,0.307735682
MEO2,2025-09-07,z_error (m),21,0.343737807
MEO2,2025-09-07,z_error (m),22,-0.08738153800000004
MEO2,2025-09-07,z_error (m),23,0.21670088399999998
MEO2,2025-09-07,z_error (m),24,0.23579999699999998
MEO2,2025-09-07,z_error (m),25,0.35845908099999996
MEO2,2025-09-07,z_error (m),26,0.21326898799999996
MEO2,2025-09-07,z_error (m),27,0.22796837799999997
MEO2,2025-09-07,z_error (m),28,0.21162374999999997
MEO2,2025-09-07,z_error (m),29,0.338198126
MEO2,2025-09-07,z_error (m),30,0.243991789
MEO2,2025-09-07,z_error (m),31,0.30596080699999995
MEO2,2025-09-07,z_error (m),32,0.274567586
MEO2,2025-09-07,z_error (m),33,0.29184352299999994
MEO2,2025-09-07,satclockerror (m),0,0.05303493399999999
MEO2,2025-09-07,satclockerror (m),1,0.05303496399999999
MEO2,2025-09-07,satclockerror (m),2,0.07303939599999999
MEO2,2025-09-07,satclockerror (m),3,0.09048962499999999
MEO2,2025-09-07,satclockerror (m),4,0.07303939599999999
MEO2,2025-09-07,satclockerror (m),5,0.07303939599999999
MEO2,2025-09-07,satclockerror (m),6,0.075611615
MEO2,2025-09-07,satclockerror (m),7,0.07303942499999999
MEO2,2025-09-07,satclockerror (m),8,0.07303939599999999
MEO2,2025-09-07,satclockerror (m),9,0.09048962499999999
MEO2,2025-09-07,satclockerror (m),10,0.09048959499999999
MEO2,2025-09-07,satclockerror (m),11,0.087935393
MEO2,2025-09-07,satclockerror (m),12,0.105385593
MEO2,2025-09-07,satclockerror (m),13,0.087935393
MEO2,2025-09-07,satclockerror (m),14,0.091366428
MEO2,2025-09-07,satclockerror (m),15,0.068942042
MEO2,2025-09-07,satclockerror (m),16,0.105385623
MEO2,2025-09-07,satclockerror (m),17,0.067930932
MEO2,2025-09-07,satclockerror (m),18,0.067930932
MEO2,2025-09-07,satclockerror (m),19,-0.04174451100000001
MEO2,2025-09-07,satclockerror (m),20,0.087935393
MEO2,2025-09-07,satclockerror (m),21,0.09048962499999999
MEO2,2025-09-07,satclockerror (m),22,0.065063627
MEO2,2025-09-07,satclockerror (m),23,0.127962273
MEO2,2025-09-07,satclockerror (m),24,0.127962273
MEO2,2025-09-07,satclockerror (m),25,0.09048962499999999
MEO2,2025-09-07,satclockerror (m),26,0.09048962499999999
MEO2,2025-09-07,satclockerror (m),27,0.10793982399999999
MEO2,2025-09-07,satclockerror (m),28,0.07303942499999999
MEO2,2025-09-07,satclockerror (m),29,0.105385593
MEO2,2025-09-07,satclockerror (m),30,0.087935393
MEO2,2025-09-07,satclockerror (m),31,0.105385593
MEO2,2025-09-07,satclockerror (m),32,0.085381161
MEO2,2025-09-07,satclockerror (m),33,0.067930932
MEO2,2025-09-08,x_error (m),0,-0.023950871000000012
MEO2,2025-09-08,x_error (m),1,0.15300449
MEO2,2025-09-08,x_error (m),2,0.085840682
MEO2,2025-09-08,x_error (m),3,0.132815439
MEO2,2025-09-08,x_error (m),4,0.128845725
MEO2,2025-09-08,x_error (m),5,0.05708458999999999
MEO2,2025-09-08,y_error (m),0,1.078814209
MEO2,2025-09-08,y_error (m),1,0.180674525
MEO2,2025-09-08,y_error (m),2,0.29434452600000005
MEO2,2025-09-08,y_error (m),3,0.333997466
MEO2,2025-09-08,y_error (m),4,0.216975125
MEO2,2025-09-08,y_error (m),5,0.316577494
MEO2,2025-09-08,z_error (m),0,-0.11212436099999998
MEO2,2025-09-08,z_error (m),1,0.18090166100000002
MEO2,2025-09-08,z_error (m),2,0.10782225000000001
MEO2,2025-09-08,z_error (m),3,0.05670284100000002
MEO2,2025-09-08,z_error (m),4,0.057834044000000015
MEO2,2025-09-08,z_error (m),5,0.069336373
MEO2,2025-09-08,satclockerror (m),0,-0.013365496999999999
MEO2,2025-09-08,satclockerror (m),1,0.027685144000000002
MEO2,2025-09-08,satclockerror (m),2,-0.007215315000000002
MEO2,2025-09-08,satclockerror (m),3,-0.007215285
MEO2,2025-09-08,satclockerror (m),4,-0.022111282999999995
MEO2,2025-09-08,satclockerror (m),5,0.012789146
MEO2,2025-09-09,x_error (m),0,-0.16554349999999998
MEO2,2025-09-09,x_error (m),1,0.005422127000000006
MEO2,2025-09-09,x_error (m),2,0.08193769000000001
