validation_day,window_hours,horizon_lo,horizon_hi,bias_type,shrinkage,W,champion_W,delta_W
2025-09-02,12,720,1200.0,mean,0.25,0.9662056015763729,0.9602760171558052,0.0059295844205676795
2025-09-02,12,720,1200.0,mean,0.5,0.9399055260639929,0.9602760171558052,-0.020370491091812326
2025-09-02,12,720,1200.0,mean,0.75,0.9274172965107017,0.9602760171558052,-0.032858720645103534
2025-09-02,12,720,1200.0,mean,1.0,0.9352020313449371,0.9602760171558052,-0.02507398581086817
2025-09-02,12,720,1200.0,median,0.25,0.9662056015763729,0.9602760171558052,0.0059295844205676795
2025-09-02,12,720,1200.0,median,0.5,0.9399055260639929,0.9602760171558052,-0.020370491091812326
2025-09-02,12,720,1200.0,median,0.75,0.9274172965107017,0.9602760171558052,-0.032858720645103534
2025-09-02,12,720,1200.0,median,1.0,0.9352020313449371,0.9602760171558052,-0.02507398581086817
2025-09-03,6,0,360.0,mean,0.25,0.9597121433144513,0.9582826935879216,0.0014294497265296968
2025-09-03,6,0,360.0,mean,0.5,0.9608172176346501,0.9582826935879216,0.0025345240467284924
2025-09-03,6,0,360.0,mean,0.75,0.9615745310595543,0.9582826935879216,0.0032918374716326415
2025-09-03,6,0,360.0,mean,1.0,0.9619602557649084,0.9582826935879216,0.0036775621769867817
2025-09-03,6,0,360.0,median,0.25,0.9597121433144513,0.9582826935879216,0.0014294497265296968
2025-09-03,6,0,360.0,median,0.5,0.9608172176346501,0.9582826935879216,0.0025345240467284924
2025-09-03,6,0,360.0,median,0.75,0.9615745310595543,0.9582826935879216,0.0032918374716326415
2025-09-03,6,0,360.0,median,1.0,0.9619602557649084,0.9582826935879216,0.0036775621769867817
2025-09-03,6,360,720.0,mean,0.25,0.9194510645821317,0.9582826935879216,-0.03883162900578996
2025-09-03,6,360,720.0,mean,0.5,0.8840095258010712,0.9582826935879216,-0.07427316778685045
2025-09-03,6,360,720.0,mean,0.75,0.8703160850781344,0.9582826935879216,-0.08796660850978721
2025-09-03,6,360,720.0,mean,1.0,0.868416737432447,0.9582826935879216,-0.08986595615547466
2025-09-03,6,360,720.0,median,0.25,0.9194510645821317,0.9582826935879216,-0.03883162900578996
2025-09-03,6,360,720.0,median,0.5,0.8840095258010712,0.9582826935879216,-0.07427316778685045
2025-09-03,6,360,720.0,median,0.75,0.8703160850781344,0.9582826935879216,-0.08796660850978721
2025-09-03,6,360,720.0,median,1.0,0.868416737432447,0.9582826935879216,-0.08986595615547466
2025-09-03,12,0,360.0,mean,0.25,0.9591070575241739,0.9582826935879216,0.0008243639362522925
2025-09-03,12,0,360.0,mean,0.5,0.9598369804996216,0.9582826935879216,0.001554286911700009
2025-09-03,12,0,360.0,mean,0.75,0.960468695171729,0.9582826935879216,0.002186001583807329
2025-09-03,12,0,360.0,mean,1.0,0.9609983821057094,0.9582826935879216,0.0027156885177878065
2025-09-03,12,0,360.0,median,0.25,0.9591070575241739,0.9582826935879216,0.0008243639362522925
2025-09-03,12,0,360.0,median,0.5,0.9598369804996216,0.9582826935879216,0.001554286911700009
2025-09-03,12,0,360.0,median,0.75,0.960468695171729,0.9582826935879216,0.002186001583807329
2025-09-03,12,0,360.0,median,1.0,0.9609983821057094,0.9582826935879216,0.0027156885177878065
2025-09-03,12,360,720.0,mean,0.25,0.9291038285564291,0.9582826935879216,-0.029178865031492474
2025-09-03,12,360,720.0,mean,0.5,0.8987310021103687,0.9582826935879216,-0.059551691477552904
2025-09-03,12,360,720.0,mean,0.75,0.8808125771389002,0.9582826935879216,-0.07747011644902146
2025-09-03,12,360,720.0,mean,1.0,0.8778565067726576,0.9582826935879216,-0.08042618681526403
2025-09-03,12,360,720.0,median,0.25,0.9293818989575372,0.9582826935879216,-0.02890079463038442
2025-09-03,12,360,720.0,median,0.5,0.8992781903527662,0.9582826935879216,-0.05900450323515538
2025-09-03,12,360,720.0,median,0.75,0.8813839783490416,0.9582826935879216,-0.07689871523888003
2025-09-03,12,360,720.0,median,1.0,0.8783155382301513,0.9582826935879216,-0.07996715535777033
2025-09-03,12,720,1200.0,mean,0.25,0.9731169687881362,0.9582826935879216,0.01483427520021463
2025-09-03,12,720,1200.0,mean,0.5,0.9584150379950831,0.9582826935879216,0.00013234440716147766
2025-09-03,12,720,1200.0,mean,0.75,0.9356885665387242,0.9582826935879216,-0.022594127049197388
2025-09-03,12,720,1200.0,mean,1.0,0.9141785835242717,0.9582826935879216,-0.04410411006364989
2025-09-03,12,720,1200.0,median,0.25,0.9731169687881362,0.9582826935879216,0.01483427520021463
2025-09-03,12,720,1200.0,median,0.5,0.9584150379950831,0.9582826935879216,0.00013234440716147766
2025-09-03,12,720,1200.0,median,0.75,0.9356885665387242,0.9582826935879216,-0.022594127049197388
2025-09-03,12,720,1200.0,median,1.0,0.9141785835242717,0.9582826935879216,-0.04410411006364989
2025-09-03,24,0,360.0,mean,0.25,0.9585351237840158,0.9582826935879216,0.0002524301960942221
2025-09-03,24,0,360.0,mean,0.5,0.9587656913156777,0.9582826935879216,0.00048299772775606264
2025-09-03,24,0,360.0,mean,0.75,0.9589739085303097,0.9582826935879216,0.0006912149423881075
2025-09-03,24,0,360.0,mean,1.0,0.9591592840722654,0.9582826935879216,0.0008765904843437422
2025-09-03,24,0,360.0,median,0.25,0.9585351237840158,0.9582826935879216,0.0002524301960942221
2025-09-03,24,0,360.0,median,0.5,0.9587656913156777,0.9582826935879216,0.00048299772775606264
2025-09-03,24,0,360.0,median,0.75,0.9589739085303097,0.9582826935879216,0.0006912149423881075
2025-09-03,24,0,360.0,median,1.0,0.9591592840722654,0.9582826935879216,0.0008765904843437422
2025-09-03,24,360,720.0,mean,0.25,0.9499340035340056,0.9582826935879216,-0.00834869005391603
2025-09-03,24,360,720.0,mean,0.5,0.9394099811801712,0.9582826935879216,-0.018872712407750458
2025-09-03,24,360,720.0,mean,0.75,0.928467171544768,0.9582826935879216,-0.02981552204315363
2025-09-03,24,360,720.0,mean,1.0,0.9192106338015247,0.9582826935879216,-0.03907205978639694
2025-09-03,24,360,720.0,median,0.25,0.9502717590516911,0.9582826935879216,-0.008010934536230474
2025-09-03,24,360,720.0,median,0.5,0.9401126354285754,0.9582826935879216,-0.018170058159346247
2025-09-03,24,360,720.0,median,0.75,0.9294979943875423,0.9582826935879216,-0.028784699200379293
2025-09-03,24,360,720.0,median,1.0,0.9203949390481949,0.9582826935879216,-0.037887754539726703
2025-09-03,24,720,1200.0,mean,0.25,0.9637160563802345,0.9582826935879216,0.005433362792312879
2025-09-03,24,720,1200.0,mean,0.5,0.9551997274804769,0.9582826935879216,-0.00308296610744474
2025-09-03,24,720,1200.0,mean,0.75,0.938988922076651,0.9582826935879216,-0.019293771511270652
2025-09-03,24,720,1200.0,mean,1.0,0.9222026449529488,0.9582826935879216,-0.03608004863497283
2025-09-03,24,720,1200.0,median,0.25,0.9638942650932589,0.9582826935879216,0.005611571505337309
2025-09-03,24,720,1200.0,median,0.5,0.9557068908169292,0.9582826935879216,-0.0025758027709924525
2025-09-03,24,720,1200.0,median,0.75,0.9398725746614691,0.9582826935879216,-0.0184101189264525
2025-09-03,24,720,1200.0,median,1.0,0.9233469104472788,0.9582826935879216,-0.03493578314064283
2025-09-03,24,1200,inf,mean,0.25,0.949763789981464,0.9582826935879216,-0.008518903606457573
2025-09-03,24,1200,inf,mean,0.5,0.9363700903235185,0.9582826935879216,-0.02191260326440314
2025-09-03,24,1200,inf,mean,0.75,0.9203499123360254,0.9582826935879216,-0.03793278125189625
2025-09-03,24,1200,inf,mean,1.0,0.9033727229879847,0.9582826935879216,-0.054909970599936964
2025-09-03,24,1200,inf,median,0.25,0.9497403835998068,0.9582826935879216,-0.008542309988114782
2025-09-03,24,1200,inf,median,0.5,0.9363063205506688,0.9582826935879216,-0.02197637303725286
2025-09-03,24,1200,inf,median,0.75,0.9202460176446746,0.9582826935879216,-0.038036675943247
2025-09-03,24,1200,inf,median,1.0,0.9032222608134451,0.9582826935879216,-0.055060432774476475
2025-09-04,6,0,360.0,mean,0.25,0.9393689755588637,0.943112106456763,-0.0037431308978993494
2025-09-04,6,0,360.0,mean,0.5,0.9356014891959753,0.943112106456763,-0.007510617260787722
2025-09-04,6,0,360.0,mean,0.75,0.9308106024635368,0.943112106456763,-0.01230150399322627
2025-09-04,6,0,360.0,mean,1.0,0.9327793142933855,0.943112106456763,-0.010332792163377569
2025-09-04,6,0,360.0,median,0.25,0.9393689755588637,0.943112106456763,-0.0037431308978993494
2025-09-04,6,0,360.0,median,0.5,0.9356014891959753,0.943112106456763,-0.007510617260787722
2025-09-04,6,0,360.0,median,0.75,0.9308106024635368,0.943112106456763,-0.01230150399322627
2025-09-04,6,0,360.0,median,1.0,0.9327793142933855,0.943112106456763,-0.010332792163377569
